id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
3293072,https://www.airbnb.com/rooms/3293072,20250927041820,2025-09-28,city scrape,Amazing Loft @ Iconic Building R27,"Live this cosmopolitan, stylish, comfortable apartment. Steps away from cultural, historic and traditional sites & minutes away from hip Roma, Condesa, Juárez & Polanco neighborhoods. All set for you to enjoy your experience at the city at its most.","The Tabacalera is one of the most traditional neighborhoods in Mexico City, dating from XVII century it has seen it all, it got it's name and new Identity by mid 19th Century and was renovated on the 30´s when iconic deco buildings where added. <br /><br />Monumento a la Revolución, Musuem San Carlos, and Republic Avenue give it a unique personality.<br /><br />Downtown and old neighborhoods as San Rafael & Santa María, Juárez, are blocks away from Tabacalera, and hip hoods as Condesa, Roma and Polanco are minutes away driving or cycling.<br /><br />This is definitely a location you´ll never forget.",https://a0.muscache.com/pictures/55411981/22208255_original.jpg,16636749,https://www.airbnb.com/users/show/16636749,Ximena,2014-06-10,"Mexico City, Mexico","Born in the great city of Mexico, which I'm a big fan of! Love having guests and making them feel at home! I have a degree in Marketing. I'm dedicated to my Airbnb listings and to my loving family: my husband, my amazing daughter and my incredible boy :)",within an hour,100%,98%,t,https://a0.muscache.com/im/users/16636749/profile_pic/1428634596/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/16636749/profile_pic/1428634596/original.jpg?aki_policy=profile_x_medium,Tabacalera,4,6,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.43488,-99.15107,Entire loft,Entire home/apt,2,1.5,1.5 baths,1,1,"[""Private entrance"", ""Laundromat nearby"", ""City skyline view"", ""Dining table"", ""Self check-in"", ""Smart lock"", ""Elevator"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Books and reading material"", ""Microwave"", ""Fire extinguisher"", ""Dishwasher"", ""Body soap"", ""Kitchen"", ""Free parking on premises"", ""Cleaning products"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Shared indoor pool - available all year, open specific hours, heated, lap pool, rooftop"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Iron"", ""Baby bath"", ""Single level home"", ""Clothing storage"", ""Coffee maker: Nespresso"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Smoke alarm"", ""Essentials"", ""60 inch HDTV with standard cable"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Free dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Teka gas stove"", ""First aid kit"", ""Cooking basics"", ""Portable fans""]","$1,762.00",3,180,3,3,180,180,3.0,180.0,,t,29,59,89,179,2025-09-28,154,18,1,94,9,108,190296,2014-12-28,2025-09-16,4.96,4.95,4.95,4.94,4.96,4.92,4.9,,f,4,4,0,0,1.18
3293497,https://www.airbnb.com/rooms/3293497,20250927041820,2025-09-28,city scrape,"Cozzy Studio In Condesa, Mexico DF","Beautiful sunny studio walking distance to the subway and rental bikes (ecobici), located in a little street in the heart of Condesa. Walking distance to restaurants, shops, gyms, parks. <br />Fully Furnished and equipped, new dryer-washer. Ready to move in.","It is a small street in Condesa, far away from the buzz of restaurants, but still at walking distance if you want to be part of the night life. It is a residential street. Very well located. The subway is two blocks away, and the rental bike station is just in the corner. The supermarkets, gyms and parks are very close by, there is a miscellaneous shop where they sell fresh fruit and other produce (cash only), there is also a few hospitals very near by for any kind of emergency. <br />This apartment is great for anyone who wants to live the true Mexico City experience without the need of renting a car or depending on one. Condesa is one of the hippest areas in Mexico City.",https://a0.muscache.com/pictures/82573831/980d1b35_original.jpg,16639078,https://www.airbnb.com/users/show/16639078,Veronica,2014-06-10,"Mexico City, Mexico","I like to host! Have always wanted to have a little bed&Breakfast, but meanwhile I rent my little studio and make sure everyone feels welcome and feels at home. I have a great attention to detail and like to make the extra effort for everything to be 100% ! I love to travel, and meet new people from all over the world. I have been renting my studio for 12 years now and it has been a great experience.",within an hour,100%,100%,t,https://a0.muscache.com/im/users/16639078/profile_pic/1430860612/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/16639078/profile_pic/1430860612/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.4061,-99.16957,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Heating"", ""Dining table"", ""Ceiling fan"", ""Room-darkening shades"", ""Dedicated workspace"", ""Wifi"", ""Safe"", ""Hot water"", ""Books and reading material"", ""Refrigerator"", ""Microwave"", ""Paid parking off premises"", ""Body soap"", ""Kitchen"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Host greets you"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Wine glasses"", ""Washer"", ""Iron"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Coffee"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""Freezer"", ""TV with standard cable"", ""Hot water kettle"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""Cooking basics"", ""Dryer""]",$823.00,3,360,1,3,360,360,3.0,360.0,,t,7,7,7,60,2025-09-28,118,18,1,7,11,108,88884,2015-05-09,2025-08-31,4.9,4.97,4.96,4.92,4.97,4.88,4.9,,f,1,1,0,0,0.93
3386326,https://www.airbnb.com/rooms/3386326,20250927041820,2025-09-28,city scrape,Gorgeous 2 BR furnished loft,"Modern & spacious Loft (120 m2 or approx. 1,300 sq. ft) with private terrace (14 m2 or 150 sq. ft) located nearby Mexico City's WTC and a short ride to Condesa and  Roma, and only one block from Insurgentes ave. restaurants, cafes, shops, parks, movies & more.","Conveniently located in downtown Mexico City, Napoles is an up-and-coming neighbourhood which is pretty much close to everything. The historical downtown and Zocalo are just 20 min by cab, Roma is less than 30 min walk while La Condesa is less than a 10 min cab ride or 20min by Metrobus.",https://a0.muscache.com/pictures/42899385/89278619_original.jpg,5286231,https://www.airbnb.com/users/show/5286231,Armando,2013-03-02,"Mexico City, Mexico","I´m Mexican who loves to travel and lived in London for +3 years. I've been to more than 40 countries and try to visit at least 1 or 2 new countries every year.  That said, I understand the importance of a good, trustworthy accommodation and therefore would like to offer foreigners a convenient place to stay so that their only worry will be how to enjoy their time in Mexico City.

As a foodie and globetrotter, I do believe that travelling and eating well is one of the best ways to spend your time and money.    ",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/5286231/profile_pic/1362226320/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5286231/profile_pic/1362226320/original.jpg?aki_policy=profile_x_medium,Nápoles,1,1,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Benito Juárez,,19.39129,-99.17395,Entire loft,Entire home/apt,4,2.5,2.5 baths,2,2,"[""Washer"", ""Iron"", ""Private hot tub"", ""Kitchen"", ""Free parking on premises"", ""Elevator"", ""Wifi"", ""Essentials"", ""TV"", ""Dryer""]","$1,539.00",3,730,3,3,730,730,3.0,730.0,,t,0,0,0,58,2025-09-28,46,0,0,0,0,0,0,2017-07-29,2023-10-30,4.87,4.93,4.93,4.93,4.98,5.0,4.96,,f,1,1,0,0,0.46
3458354,https://www.airbnb.com/rooms/3458354,20250927041820,2025-09-27,city scrape,APARTMENT NEAR SANTA FE MEXICO CITY,"Beautiful furnished apartment near Santa Fe <br />Big bedrooms, with TV (Netflix) , walk in closet, bathroom <br />Big living room, dining, TV area, 1/2 bathroom.<br />Equipped kitchen<br />Laundry room with washing and dryer machine.<br />Wifi highspeed","Very close you will find the colony of Santa Fe where you can visit restaurants, bars and shopping centers.<br /> <br />Also tines near the Interlomas area, it is a nice place with a new shopping center ""Pasaje Interlomas"", restaurants and bars. <br /><br />Near the apartment you can find supermarkets to buy whatever you need.",https://a0.muscache.com/pictures/bb7bba23-2916-4d5a-8b62-d8f84bab2a31.jpg,17429596,https://www.airbnb.com/users/show/17429596,Paola,2014-06-29,"Mexico City, Mexico","Hello I´m Paola  willing to share my apartment for tourists and visitors; i like good music and food! I'm looking forward to meet new people!

",N/A,N/A,0%,f,https://a0.muscache.com/im/users/17429596/profile_pic/1404865087/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/17429596/profile_pic/1404865087/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'work_email']",t,t,"Huixquilucan, State of Mexico, Mexico",Cuajimalpa de Morelos,,19.36905,-99.29672,Entire condo,Entire home/apt,4,3.0,3 baths,2,2,"[""Private entrance"", ""Elevator"", ""Private patio or balcony"", ""Wifi"", ""Refrigerator"", ""Microwave"", ""Dishwasher"", ""Kitchen"", ""Free parking on premises"", ""Host greets you"", ""Park view"", ""Oven"", ""Shampoo"", ""Washer"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Dryer""]","$1,071.00",2,90,2,2,1125,1125,2.0,1125.0,,t,0,0,0,179,2025-09-27,7,0,0,0,0,0,0,2014-08-11,2017-09-03,4.86,4.86,4.86,5.0,5.0,4.0,4.67,,f,2,1,1,0,0.05
3479520,https://www.airbnb.com/rooms/3479520,20250927041820,2025-09-28,city scrape,Comfortable room with dinning room,"Bright and spacious room. Has double bed and closet, bathroom, wifi private dinning and terrace. Located in Coyoacan, a beautiful area of Mexico City. Feel like home.","It is one of the most beautiful areas of the city. Near to many main avenues, centric and secure. Near to some parks, culture places, many restaurants.",https://a0.muscache.com/pictures/hosting/Hosting-3479520/original/910682da-1da7-4c41-afab-701481fc4d79.jpeg,17527001,https://www.airbnb.com/users/show/17527001,Andrea,2014-07-01,Mexico,"Amigable, risueña, feliz de viajar y de conocer gente de todo el mundo. Me gusta el cine, la fotografía, escuchar música, comer, leer y caminar. Trabajo en el área educativa. ",within an hour,100%,96%,t,https://a0.muscache.com/im/pictures/user/User-17527001/original/406eca79-2a48-4d05-aa33-fef2039a27f9.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-17527001/original/406eca79-2a48-4d05-aa33-fef2039a27f9.jpeg?aki_policy=profile_x_medium,,5,6,"['email', 'phone']",t,t,"Coyoacán, Ciudad de México, Mexico",Coyoacán,,19.35263,-99.16245,Entire guesthouse,Entire home/apt,1,1.0,1 bath,1,1,"[""Private entrance"", ""Paid dryer \u2013 In unit"", ""Dining table"", ""Paid washer \u2013 In unit"", ""Room-darkening shades"", ""Dedicated workspace"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Children\u2019s books and toys"", ""Books and reading material"", ""Refrigerator"", ""Microwave"", ""Fire extinguisher"", ""Private backyard \u2013 Fully fenced"", ""Paid parking off premises"", ""Body soap"", ""Kitchen"", ""Paid parking lot on premises \u2013 1 space"", ""Stove"", ""Cleaning products"", ""Host greets you"", ""TV"", ""Free street parking"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Coffee maker: french press"", ""Iron"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Outdoor furniture"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Ethernet connection"", ""Freezer"", ""Toaster"", ""Blender"", ""Hair dryer"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Portable fans"", ""Mini fridge""]",$586.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,1,3,7,90,2025-09-28,28,10,2,7,7,80,46880,2014-07-25,2025-09-24,4.96,4.96,5.0,5.0,4.93,5.0,4.89,,f,5,3,2,0,0.21
3490114,https://www.airbnb.com/rooms/3490114,20250927041820,2025-09-28,previous scrape,Cuarto en renta,"Hello, how are you?? I have a room available, in a apartment in Colonia Roma, on Calle de Monterrey, near the Campeche metrobus and the chilpancingo metro,and the medellin market.<br />Very well located, central. Cerca de parques, mercado, supermercado",,https://a0.muscache.com/pictures/44077873/6c416881_original.jpg,17575648,https://www.airbnb.com/users/show/17575648,Josue,2014-07-02,"Mexico City, Mexico",De México df las artes el deporte simpático serio y feliz!,N/A,N/A,N/A,f,https://a0.muscache.com/im/users/17575648/profile_pic/1404357496/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/17575648/profile_pic/1404357496/original.jpg?aki_policy=profile_x_medium,Roma Sur,1,1,"['email', 'phone']",t,f,,Cuauhtémoc,,19.40924,-99.16619,Private room in rental unit,Private room,2,,1 bath,,,"[""TV with standard cable"", ""Washer"", ""Kitchen"", ""Wifi"", ""Pets allowed""]",,1,1125,1,1,1125,1125,1.0,1125.0,,,0,0,0,0,2025-09-28,0,0,0,0,0,0,,,,,,,,,,,,f,1,0,1,0,
3536304,https://www.airbnb.com/rooms/3536304,20250927041820,2025-09-27,city scrape,San Angel Inn - Blue Room.,"Quiet, beautiful, safe. Great location, walking distance to services: markets, banks, post office, restaurants, SAN ANGEL INN Restaurant, DIEGO RIVERA Home-Studio, Altavista 147 Shopping Center, ITAM, TELEVISA - CEA, Professional Grooming (estética canina), Monte Fénix, AFAC/CIAAC (examen para pilotos comeciales), STPS, Pabellón Altavista, Plaza Loreto and to public transportation. Gay friendly. Respectful people.<br /><br />               * We adopted recently (late April 2023) a small female dog. *","Traditional, picturesque and considered Patrimony of the Humanity by the UNESCO. Great for walking around and for a peaceful place within the big city.<br /><br />Small, with excellent location (South-West of the city), well communicated and very safe.<br /><br />Museums, Shopping, Banking, Entertainment & Hospitals near.<br /><br />DIEGO RIVERA Home-Studio few blocks away.<br />Shopping center, drug stores, restaurants, cinemas, markets, convenient stores, etc. nearby.<br /><br />Famous San Jacinto, ""BAZAAR SABADO"", SAN ANGEL neighborhood & churches walking distance.<br /><br />ITAM, TELEVISA SAN ANGEL, CEA, Pabellon Altavista minutes away.<br /><br />Plaza Loreto, UNAM & Coyoacan neighborhood (FRIDA KHALO's home) less than 30 minutes walking",https://a0.muscache.com/pictures/miso/Hosting-3536304/original/a765a741-d2f0-4606-9935-745369c52920.jpeg,18260491,https://www.airbnb.com/users/show/18260491,Simha,2014-07-17,"Mexico City, Mexico","SIMHA - I have a Bachelor's Degree on Tourism. I like Photography, I'm a natural researcher. social, easy-going. I enjoy showing  my city & culture.  I've lived in Mexico, USA & Israel.

GEORGE - A talented bass guitar player, also with a Bachelor's Degree in Tourism. Quiet,  sensitive,  loves walking, history, cultural activities and at times hanging out too!

*** To know us better, read what previous GUESTS have written about us! ***",within a few hours,100%,89%,t,https://a0.muscache.com/im/pictures/user/3aa65694-c022-4fe5-9301-7944cc419f89.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3aa65694-c022-4fe5-9301-7944cc419f89.jpg?aki_policy=profile_x_medium,Campestre/Guadalupe Inn,3,7,"['email', 'phone']",t,t,"Mexico City, Mexico",Álvaro Obregón,,19.35058,-99.19749,Private room in home,Private room,2,1.5,1.5 shared baths,1,1,"[""Dining table"", ""Wifi"", ""Hot water"", ""Microwave"", ""Refrigerator"", ""Body soap"", ""Kitchen"", ""Stove"", ""Host greets you"", ""Extra pillows and blankets"", ""Free street parking"", ""Luggage dropoff allowed"", ""Iron"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Hot water kettle"", ""Dishes and silverware"", ""Clothing storage: closet and dresser""]",$787.00,1,30,1,2,30,30,1.3,30.0,,t,29,59,89,364,2025-09-27,15,0,0,95,1,0,0,2017-07-23,2024-04-09,4.87,5.0,4.87,4.93,5.0,5.0,4.87,,f,3,0,3,0,0.15
3577110,https://www.airbnb.com/rooms/3577110,20250927041820,2025-09-28,city scrape,Penthouse with terrace in Colonia Roma by Condesa,"The apartment will be fully sanitized with Sodium Hypochlorite at 1% and Ozone professional generator for 2 hours and fully ventilated prior to a check-in.<br /><br />Entire Roof Apt. with private outdoor area (we may access the terrace for maintenance but it is not shared with other guests or tenants). Located in a very well lit area, 3 blocks away from Insurgentes Av., accesible public transit options available such as subway, Metrobus stations. Awesome variety of restaurants, bars and coffee shops.","Extensive nigh-life a few blocks away, less than half a mile from where the Oscar wining ""Roma"" from Alfonso Cuaron's was filmed and very close to the popular zone know as ""Condesa"" where a myriad of bars, coffee shops, restaurants for every taste can be found.",https://a0.muscache.com/pictures/27b0580a-417e-4412-8300-2e8663113e86.jpg,18015070,https://www.airbnb.com/users/show/18015070,Maria Del Pilar,2014-07-12,"Mexico City, Mexico","",within an hour,100%,86%,f,https://a0.muscache.com/im/pictures/user/4d64cf77-3e42-4270-9c37-79655df34ee7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/4d64cf77-3e42-4270-9c37-79655df34ee7.jpg?aki_policy=profile_x_medium,Roma Norte,14,15,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.41232,-99.16073,Entire condo,Entire home/apt,2,1.0,1 bath,1,1,"[""Self check-in"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Microwave"", ""Kitchen"", ""Lockbox"", ""Gas stove"", ""Free street parking"", ""Shampoo"", ""Iron"", ""Hangers"", ""Smoke alarm"", ""Essentials"", ""Carbon monoxide alarm"", ""Exterior security cameras on property"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics""]",$703.00,4,120,4,4,120,120,4.0,120.0,,t,11,30,60,60,2025-09-28,245,26,2,60,34,208,146224,2014-08-02,2025-09-13,4.8,4.84,4.8,4.93,4.89,4.95,4.8,,f,14,14,0,0,1.80
3586379,https://www.airbnb.com/rooms/3586379,20250927041820,2025-09-28,city scrape,"Great apartment in Roma Sur, the best location","Cute apartment in Roma neighborhood, great location, stay in one of Mexico City's safest and most interesting areas. <br />Perfect for travelers, friends, couples or people who come to work/study in Mexico. The apartment is walking distance to restaurants, cafes, bars, shopping, art galleries, and public transportation.<br /><br />For COVID-19, the cancellation policy is flexible and all recommended cleaning and disinfection measures are in place.<br /><br />Any questions you can ask.","The Roma neighborhood is one of the areas with the highest demand in Mexico City for its relaxed, safe atmosphere and surrounded by things to do. It is also very central and accessible from any point.",https://a0.muscache.com/pictures/miso/Hosting-3586379/original/1a21979d-2e5c-4104-81c7-d19e30b4a27f.jpeg,16642623,https://www.airbnb.com/users/show/16642623,Rodolfo,2014-06-10,"Mexico City, Mexico",FRIENDLY & RESPECTFUL,within an hour,100%,79%,f,https://a0.muscache.com/im/pictures/user/f7ca165d-b50b-463e-b4d1-70778010761c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f7ca165d-b50b-463e-b4d1-70778010761c.jpg?aki_policy=profile_x_medium,Roma Sur,2,2,"['email', 'phone']",t,t,"Mexico City, Ciudad de México, Mexico",Cuauhtémoc,,19.40702,-99.16002,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Elevator"", ""Patio or balcony"", ""Wifi"", ""Hot water"", ""Refrigerator"", ""Kitchen"", ""Stove"", ""Host greets you"", ""Extra pillows and blankets"", ""Free street parking"", ""Luggage dropoff allowed"", ""Oven"", ""Shampoo"", ""Hot tub"", ""Iron"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Freezer"", ""TV with standard cable"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Fire extinguisher""]",$900.00,30,730,7,30,730,730,26.7,730.0,,t,1,3,25,300,2025-09-28,21,0,0,30,0,0,0,2018-04-30,2021-02-18,4.95,5.0,4.81,5.0,5.0,5.0,4.86,,f,2,2,0,0,0.23
3595167,https://www.airbnb.com/rooms/3595167,20250927041820,2025-09-28,city scrape,Independent stay near Independence Angel - Reforma,"Our space is like a mini apartment where you will be comfortable and you will be free to access whatever hour you like; It´s 3 blocks away from Reforma Avenue, Angel of Independence and all the financial district of the amazing México City, it´s also 10 min walking from Restaurants, Clubs, American and Japanese Embassies Zona Rosa, Cuauhtemoc, Polanco and Condesa, if you are coming for work or tourism, you will love our place. We will be always available for whatever you need.","The neighborhood is very secure because there are a lot of embassys in it like the American, Japanees and the UK one.",https://a0.muscache.com/pictures/324358ac-5027-478e-8763-683b8ebff0bf.jpg,18112590,https://www.airbnb.com/users/show/18112590,Carlos,2014-07-14,"Ciudad de México, Mexico","Aamigable /  Friendly
¡Bienvenidos a México¡  /  Wellcome to Mexico City !
Viajar lo es todo  /  Traveling is everythingo",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-18112590/original/0e058616-f408-4ae4-bc9e-794c29fbb381.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-18112590/original/0e058616-f408-4ae4-bc9e-794c29fbb381.jpeg?aki_policy=profile_x_medium,Colonia Cuauhtémoc,1,1,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Cuauhtémoc,,19.43139,-99.1703,Entire guest suite,Entire home/apt,2,1.0,1 bath,1,1,"[""Private entrance"", ""Laundromat nearby"", ""City skyline view"", ""Dining table"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Clothing storage: dresser"", ""Wifi"", ""Window guards"", ""Hot water"", ""Refrigerator"", ""Mosquito net"", ""Microwave"", ""Paid parking off premises"", ""Drying rack for clothing"", ""Cleaning available during stay"", ""Host greets you"", ""Extra pillows and blankets"", ""Free street parking"", ""Oven"", ""Children\u2019s dinnerware"", ""Iron"", ""Hangers"", ""Bed linens"", ""Essentials"", ""Long term stays allowed"", ""Ethernet connection"", ""Freezer"", ""Coffee maker"", ""Dishes and silverware"", ""First aid kit"", ""Shared patio or balcony"", ""Fire extinguisher"", ""Mini fridge""]",$348.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,12,24,44,313,2025-09-28,394,64,6,44,53,255,88740,2017-05-05,2025-09-21,4.7,4.76,4.71,4.87,4.91,4.91,4.65,,f,1,1,0,0,3.85
3602334,https://www.airbnb.com/rooms/3602334,20250927041820,2025-09-27,city scrape,ONE ROOM LOFT AT LOMAS DE CHAPULTEPEC,"Comfortable apartment for one or two people. Located close to Polanco and Reforma at Lomas de Chapultepec, half block from Ave. de las Palmas. Remodeled two years ago. The room, bathroom and kitchen are completely equipped. Modern. Free parking for one car. 24hrs security. <br />* No pets allowed*","Its proximity to the Polanco colony, the Chapultepec Lake and the museums in Reforma are what make the Lomas de Chapultepec colony, one of the most attractive of the city.",https://a0.muscache.com/pictures/50112219/51a9d4d8_original.jpg,18149939,https://www.airbnb.com/users/show/18149939,Charyl,2014-07-15,"Federal District, Mexico","Disfruto mucho de los lugares céntricos y bien ubicados! Cerca de centros comerciales y salas de cines o de un buen parque para ir a Correr! 
Me encanta conocer ciudades diferentes hospedándome en en lugares cómodos, acogedores, como espero se sientan en esta Suite! ",within a day,100%,50%,f,https://a0.muscache.com/im/users/18149939/profile_pic/1405475845/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/18149939/profile_pic/1405475845/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Mexico City, Federal District, Mexico",Miguel Hidalgo,,19.43293,-99.21078,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Private entrance"", ""Laundromat nearby"", ""Self check-in"", ""Room-darkening shades"", ""Elevator"", ""Dedicated workspace"", ""Wifi"", ""Hot water"", ""Microwave"", ""MABE stainless steel gas stove"", ""Building staff"", ""Body soap"", ""Kitchen"", ""Cleaning products"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Iron"", ""Single level home"", ""Bathtub"", ""Hangers"", ""Bed linens"", ""Lg refrigerator"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Clothing storage: closet"", ""Carbon monoxide alarm"", ""Toaster"", ""TV with standard cable"", ""Blender"", ""Hair dryer"", ""Coffee maker"", ""Dishes and silverware"", ""Cooking basics"", ""Free carport on premises \u2013 1 space""]",$912.00,7,1125,7,7,1125,1125,7.0,1125.0,,t,0,0,0,238,2025-09-27,35,0,0,0,0,0,0,2015-03-02,2023-12-09,4.91,4.97,4.94,4.97,4.97,4.91,4.77,,f,1,1,0,0,0.27
